Number,ID,Complexity,Type,Instruction,Referents,,object_name,x,y,z,Referents_Original,Referents_Cleaned,Referents_AnchorMapped,Referents_Changed,Referents_Unparsed
649,Medium-649,medium,direct,"Check that computer for display issues, then open that door.","PC6, Door1",,,,,,"PC6, Door1","PC6, Door1","PC6, door1",false,
650,Medium-650,medium,direct,"Inspect that desk for clutter, then close that drawer.","Desk2, Drawer2",,,,,,"Desk2, Drawer2","Desk2, Drawer2","desk2, Drawer2",false,
651,Medium-651,medium,direct,"Slide that file near the spot, then carry that chair near there.","File5, PointC, Chair2, PointA",,,,,,"File5, PointC, Chair2, PointA","File5, PointC, Chair2, PointA","file5, pointC, chair2, pointA",false,
652,Medium-652,medium,direct,"Inspect that computer for display issues, then confirm that desk for clutter.","PC1, Desk3",,,,,,"PC1, Desk3","PC1, Desk3","PC1, desk3",false,
653,Medium-653,medium,indirect,"Tell that colleague to adjust that laptop, then arrange that file, then close that door.","Person2, Laptop1, File3, Door1",,,,,,"Person2, Laptop1, File3, Door1","Person2, Laptop1, File3, Door1","person2, laptop1, file3, door1",false,
654,Medium-654,medium,direct,"Secure that file, then check that printer for paper and toner.","File3, Printer1",,,,,,"File3, Printer1","File3, Printer1","file3, printer",false,
655,Medium-655,medium,direct,"Secure that file, then reposition that chair next to the desk.","File3, Chair2, Desk7",,,,,,"File3, Chair2, Desk7","File3, Chair2, Desk7","file3, chair2, desk7",false,
656,Medium-656,medium,indirect,"Tell that colleague to place that laptop by the spot, then confirm that computer for display issues.","Person2, Laptop1, PointB, PC5",,,,,,"Person2, Laptop1, PointB, PC5","Person2, Laptop1, PointB, PC5","person2, laptop1, pointB, PC5",false,
657,Medium-657,medium,direct,"Slide that file in front of the desk, then slide it near there.","File4, Desk8, Desk2",,,,,,"File4, Desk8, Desk2","File4, Desk8, Desk2","file4, desk8, desk2",false,
658,Medium-658,medium,indirect,"Ask that colleague to check that desk for clutter, then confirm that laptop for battery level.","Person2, Desk4, Laptop1",,,,,,"Person2, Desk4, Laptop1","Person2, Desk4, Laptop1","person2, desk4, laptop1",false,
659,Medium-659,medium,indirect,"Request that colleague to tidy that file, then carry that file close to the spot.","Person2, File2, File1, PointA",,,,,,"Person2, File2, File1, PointA","Person2, File2, File1, PointA","person2, file2, file1, pointA",false,
660,Medium-660,medium,direct,"Inspect that printer for paper and toner, then adjust that laptop.","Printer1, Laptop1",,,,,,"Printer1, Laptop1","Printer1, Laptop1","printer, laptop1",false,
661,Medium-661,medium,direct,"Check that file for its label, then push that chair by the spot.","File4, Chair2, PointC",,,,,,"File4, Chair2, PointC","File4, Chair2, PointC","file4, chair2, pointC",false,
662,Medium-662,medium,indirect,"Tell that colleague to slide that chair close to the printer, then move that chair near the spot.","Person2, Chair2, Printer1, Chair5, PointB",,,,,,"Person2, Chair2, Printer1, Chair5, PointB","Person2, Chair2, Printer1, Chair5, PointB","person2, chair2, printer, chair5, pointB",false,
663,Medium-663,medium,direct,"Reposition that chair to there, then place that file close to the printer.","Chair8, Desk1, File3, Printer1",,,,,,"Chair8, Desk1, File3, Printer1","Chair8, Desk1, File3, Printer1","chair8, desk1, file3, printer",false,
664,Medium-664,medium,direct,"Push that file close to the desk, then check that desk for clutter.","File1, Desk7, Desk8",,,,,,"File1, Desk7, Desk8","File1, Desk7, Desk8","file1, desk7, desk8",false,
665,Medium-665,medium,direct,"Carry that file near the spot, then check that door for scratches.","File2, PointB, Door1",,,,,,"File2, PointB, Door1","File2, PointB, Door1","file2, pointB, door1",false,
666,Medium-666,medium,direct,"Confirm that printer for paper and toner, then move that file near the desk.","Printer1, File5, Desk7",,,,,,"Printer1, File5, Desk7","Printer1, File5, Desk7","printer, file5, desk7",false,
667,Medium-667,medium,indirect,"Tell that colleague to reposition that chair by the desk,  then check that desk for clutter.","Person1, Chair7, Desk3, Desk7",,,,,,"Person1, Chair7, Desk3, Desk7","Person1, Chair7, Desk3, Desk7","person1, chair7, desk3, desk7",false,
668,Medium-668,medium,direct,"Inspect that door for scratches, then slide that file in front of the spot, then inspect that desk for clutter.","Door1, File2, PointB, Desk6",,,,,,"Door1, File2, PointB, Desk6","Door1, File2, PointB, Desk6","door1, file2, pointB, desk6",false,
669,Medium-669,medium,direct,"Verify that desk for clutter, then verify that file for its label.","Desk8, File2",,,,,,"Desk8, File2","Desk8, File2","desk8, file2",false,
670,Medium-670,medium,direct,"Adjust that lamp, then place that chair over there.","Lamp3, Chair3, Desk8",,,,,,"Lamp3, Chair3, Desk8","Lamp3, Chair3, Desk8","lamp3, chair3, desk8",false,
671,Medium-671,medium,direct,"Move that file near there, then push that chair in front of the printer.","File4, PointA, Printer1, Chair1",,,,,,"File4, PointA,Printer1, Chair1","File4, PointA, Printer1, Chair1","file4, pointA, printer, chair1",true,
672,Medium-672,medium,indirect,"Ask that colleague to open that door, then inspect that desk for clutter.","Person1, Door1, Desk7",,,,,,"Person1, Door1, Desk7","Person1, Door1, Desk7","person1, door1, desk7",false,
673,Medium-673,medium,direct,"Confirm that printer for paper and toner, then reposition that chair near there.","Printer1, Chair7, Door1",,,,,,"Printer1, Chair7, Door1","Printer1, Chair7, Door1","printer, chair7, door1",false,
674,Medium-674,medium,direct,"Close that door, then reposition that chair next to the desk.","Door1, Chair1, Desk8",,,,,,"Door1, Chair1, Desk8","Door1, Chair1, Desk8","door1, chair1, desk8",false,
675,Medium-675,medium,direct,"Open that door, then confirm that door for scratches.",Door1,,,,,,Door1,Door1,door1,false,
676,Medium-676,medium,indirect,"Ask that colleague to confirm that printer for paper and toner, then check that laptop for battery level.","Person2, Printer1, Laptop2",,,,,,"Person2, Printer1, Laptop2","Person2, Printer1, Laptop2","person2, printer, laptop2",false,
677,Medium-677,medium,indirect,"Instruct that colleague to reposition that file close to the desk, then push that chair over there.","Person1, File5, Desk5, Chair3, Desk8",,,,,,"Person1, File5, Desk5, Chair3, Desk8","Person1, File5, Desk5, Chair3, Desk8","person1, file5, desk5, chair3, desk8",false,
678,Medium-678,medium,direct,"Move that file near there, then push that laptop close to the door.","File4, Desk2, Laptop2, Door1",,,,,,"File4, Desk2, Laptop2, Door1","File4, Desk2, Laptop2, Door1","file4, desk2, laptop2, door1",false,
679,Medium-679,medium,direct,"Slide that chair near there, then adjust that lamp.","Chair2, Door1, Lamp2",,,,,,"Chair2, Door1, Lamp2","Chair2, Door1, Lamp2","chair2, door1, lamp2",false,
680,Medium-680,medium,direct,"Check that laptop for battery level, then adjust that lamp.","Laptop1, Lamp1",,,,,,"Laptop1, Lamp1","Laptop1, Lamp1","laptop1, lamp1",false,
681,Medium-681,medium,indirect,"Instruct that colleague to adjust that laptop, then verify that desk for clutter.","Person2, Laptop2, Desk5",,,,,,"Person2, Laptop2, Desk5","Person2, Laptop2, Desk5","person2, laptop2, desk5",false,
682,Medium-682,medium,indirect,"Instruct that colleague to tidy that file, then confirm that lamp for brightness, then adjust that chair.","Person2, File3, Lamp3, Chair7",,,,,,"Person2, File3, Lamp3, Chair7","Person2, File3, Lamp3, Chair7","person2, file3, lamp3, chair7",false,
683,Medium-683,medium,direct,"Confirm that desk for clutter, then slide that chair to there.","Desk8, Chair4, Desk7",,,,,,"Desk8, Chair4, Desk7","Desk8, Chair4, Desk7","desk8, chair4, desk7",false,
684,Medium-684,medium,direct,"Slide that chair by the desk, then tidy that file.","Chair1, Desk6, File5",,,,,,"Chair1, Desk6, File5","Chair1, Desk6, File5","chair1, desk6, file5",false,
685,Medium-685,medium,direct,"Adjust that lamp, then reposition that chair to there.","Lamp1, Chair8, Desk3",,,,,,"Lamp1, Chair8, Desk3","Lamp1, Chair8, Desk3","lamp1, chair8, desk3",false,
686,Medium-686,medium,direct,"Confirm that desk for clutter, then reposition that laptop to there, then inspect that file for its label.","Desk5, Laptop1, PointC, File2",,,,,,"Desk5, Laptop1, PointC, File2","Desk5, Laptop1, PointC, File2","desk5, laptop1, pointC, file2",false,
687,Medium-687,medium,direct,"Confirm that computer for display issues, then verify that laptop for battery level, then secure that laptop.","PC2, Laptop2, Laptop1",,,,,,"PC2, Laptop2, Laptop1","PC2, Laptop2, Laptop1","PC2, laptop2, laptop1",false,
688,Medium-688,medium,direct,"Inspect that printer for paper and toner, then move that laptop next to the spot.","Printer1, Laptop2, PointC",,,,,,"Printer1, Laptop2, PointC","Printer1, Laptop2, PointC","printer, laptop2, pointC",false,
689,Medium-689,medium,indirect,"Instruct that colleague to inspect that computer for display issues, then tidy that drawer.","Person2, PC6, Drawer2",,,,,,"Person2, PC6, Drawer2","Person2, PC6, Drawer2","person2, PC6, Drawer2",false,
690,Medium-690,medium,direct,"Place that chair to there, then tidy that drawer, then push that chair to the desk.","Chair8, Desk2, Drawer1, Chair1, Desk8",,,,,,"Chair8, Desk2, Drawer1, Chair1, Desk8","Chair8, Desk2, Drawer1, Chair1, Desk8","chair8, desk2, Drawer1, chair1, desk8",false,
691,Medium-691,medium,direct,"Move that file close to the spot, then slide that file near the spot.","File5, PointB, File4, PointC",,,,,,"File5, PointB, File4, PointC","File5, PointB, File4, PointC","file5, pointB, file4, pointC",false,
692,Medium-692,medium,direct,"Confirm that lamp for brightness, then inspect that desk for clutter.","Lamp2, Desk2",,,,,,"Lamp2, Desk2","Lamp2, Desk2","lamp2, desk2",false,
693,Medium-693,medium,direct,"Check that file for its label, then inspect that file for its label.","File1, File2",,,,,,"File1, File2","File1, File2","file1, file2",false,
694,Medium-694,medium,direct,"Verify that door for scratches, then slide that chair to there.","Door1, Chair4, Printer1",,,,,,"Door1, Chair4, Printer1","Door1, Chair4, Printer1","door1, chair4, printer",false,
695,Medium-695,medium,indirect,"Tell that colleague to verify that computer for display issues, then secure that laptop.","Person3, PC1, Laptop1",,,,,,"Person3, PC1, Laptop1","Person3, PC1, Laptop1","person3, PC1, laptop1",false,
696,Medium-696,medium,direct,"Push that laptop over there, then verify that lamp for brightness.","Laptop2, Desk2, Lamp2",,,,,,"Laptop2, Desk2, Lamp2","Laptop2, Desk2, Lamp2","laptop2, desk2, lamp2",false,
697,Medium-697,medium,direct,"Verify that lamp for brightness, then verify that desk for clutter.","Lamp2, Desk1",,,,,,"Lamp2, Desk1","Lamp2, Desk1","lamp2, desk1",false,
698,Medium-698,medium,direct,"Place that file close to the desk, then adjust that lamp.","File3, Desk4, Lamp1",,,,,,"File3, Desk4, Lamp1","File3, Desk4, Lamp1","file3, desk4, lamp1",false,
699,Medium-699,medium,direct,"Verify that lamp for brightness, then reposition that laptop to there.","Lamp1, Laptop2, PointA",,,,,,"Lamp1, Laptop2, PointA","Lamp1, Laptop2, PointA","lamp1, laptop2, pointA",false,
700,Medium-700,medium,direct,"Push that chair near the spot, then verify that file for its label.","Chair8, PointB, File3",,,,,,"Chair8, PointB, File3","Chair8, PointB, File3","chair8, pointB, file3",false,
701,Medium-701,medium,direct,"Confirm that door for scratches, then arrange that drawer.","Door1, Drawer2",,,,,,"Door1, Drawer2","Door1, Drawer2","door1, Drawer2",false,
702,Medium-702,medium,indirect,"Request that colleague to arrange that chair, then verify that printer for paper and toner.","Person1, Chair1, Printer1",,,,,,"Person1, Chair1, Printer1","Person1, Chair1, Printer1","person1, chair1, printer",false,
703,Medium-703,medium,indirect,"Ask that colleague to confirm that file for its label, then adjust that chair.","Person3, File5, Chair7",,,,,,"Person3, File5, Chair7","Person3, File5, Chair7","person3, file5, chair7",false,
704,Medium-704,medium,direct,"Verify that printer for paper and toner, then place that chair over there.","Printer1, Chair4, Desk5",,,,,,"Printer1, Chair4, Desk5","Printer1, Chair4, Desk5","printer, chair4, desk5",false,
705,Medium-705,medium,direct,"Arrange that drawer, then inspect that laptop for battery level.","Drawer1, Laptop1",,,,,,"Drawer1, Laptop1","Drawer1, Laptop1","Drawer1, laptop1",false,
706,Medium-706,medium,direct,"Carry that file near there, then inspect that printer for paper and toner.","File2, PointA, Printer1",,,,,,"File2, PointA, Printer1","File2, PointA, Printer1","file2, pointA, printer",false,
707,Medium-707,medium,direct,"Verify that door for scratches, then secure that laptop.","Door1, Laptop2",,,,,,"Door1, Laptop2","Door1, Laptop2","door1, laptop2",false,
708,Medium-708,medium,indirect,"Tell that colleague to move that chair near the desk, then reposition that chair next to the printer, then adjust that laptop.","Person1, Chair2, Desk8, Chair8, Printer1, Laptop1",,,,,,"Person1, Chair2, Desk8, Chair8, Printer1, Laptop1","Person1, Chair2, Desk8, Chair8, Printer1, Laptop1","person1, chair2, desk8, chair8, printer, laptop1",false,
709,Medium-709,medium,direct,"Slide that file near there, then open that drawer.","File5, Desk7, Drawer1",,,,,,"File5, Desk7, Drawer1","File5, Desk7, Drawer1","file5, desk7, Drawer1",false,
710,Medium-710,medium,direct,"Adjust that lamp, then secure that file.","Lamp2, File5",,,,,,"Lamp2, File5","Lamp2, File5","lamp2, file5",false,
711,Medium-711,medium,direct,"Verify that computer for display issues, then carry that chair in front of the door.","PC5, Chair7, Door1",,,,,,"PC5, Chair7, Door1","PC5, Chair7, Door1","PC5, chair7, door1",false,
712,Medium-712,medium,direct,"Open that drawer, then reposition that chair close to the desk.","Drawer1, Chair5, Desk8",,,,,,"Drawer1, Chair5, Desk8","Drawer1, Chair5, Desk8","Drawer1, chair5, desk8",false,
713,Medium-713,medium,indirect,"Request that colleague to push that chair to there, then close that door.","Person3, Chair8, Desk2, Door1",,,,,,"Person3, Chair8, Desk2, Door1","Person3, Chair8, Desk2, Door1","person3, chair8, desk2, door1",false,
714,Medium-714,medium,direct,"Verify that door for scratches, then open that drawer.","Door1, Drawer1",,,,,,"Door1, Drawer1","Door1, Drawer1","door1, Drawer1",false,
715,Medium-715,medium,direct,"Verify that computer for display issues, then arrange that chair.","PC2, Chair8",,,,,,"PC2, Chair8","PC2, Chair8","PC2, chair8",false,
716,Medium-716,medium,direct,"Slide that laptop by the desk, then adjust that lamp.","Laptop2, Desk7, Lamp1",,,,,,"Laptop2, Desk7, Lamp1","Laptop2, Desk7, Lamp1","laptop2, desk7, lamp1",false,
717,Medium-717,medium,direct,"Secure that chair, then arrange that chair.","Chair4, Chair6",,,,,,"Chair4, Chair6","Chair4, Chair6","chair4, chair6",false,
718,Medium-718,medium,indirect,"Instruct that colleague to check that desk for clutter, then tidy that file.","Person1, Desk6, File4",,,,,,"Person1, Desk6, File4","Person1, Desk6, File4","person1, desk6, file4",false,
719,Medium-719,medium,direct,"Confirm that lamp for brightness, then inspect that printer for paper and toner.","Lamp1, Printer1",,,,,,"Lamp1, Printer1","Lamp1, Printer1","lamp1, printer",false,
720,Medium-720,medium,indirect,"Tell that colleague to verify that file for its label, then confirm that file for its label.","Person2, File4, File1",,,,,,"Person2, File4, File1","Person2, File4, File1","person2, file4, file1",false,
721,Medium-721,medium,direct,"Tidy that drawer, then place that chair near there.","Drawer1, Chair3, Desk5",,,,,,"Drawer1, Chair3, Desk5","Drawer1, Chair3, Desk5","Drawer1, chair3, desk5",false,
722,Medium-722,medium,direct,"Reposition that chair close to the spot, then place that file over there.","Chair3, PointA, File3, Desk3",,,,,,"Chair3, PointA, File3, Desk3","Chair3, PointA, File3, Desk3","chair3, pointA, file3, desk3",false,
723,Medium-723,medium,direct,"Check that file for its label, then place that file by the desk.","File5, File2, Desk6",,,,,,"File5, File2, Desk6","File5, File2, Desk6","file5, file2, desk6",false,
724,Medium-724,medium,indirect,"Instruct that colleague to reposition that file by the desk, then place that laptop close to the spot.","Person2, File3, Desk8, Laptop1, PointA",,,,,,"Person2, File3, Desk8, Laptop1, PointA","Person2, File3, Desk8, Laptop1, PointA","person2, file3, desk8, laptop1, pointA",false,
725,Medium-725,medium,indirect,"Request that colleague to arrange that drawer, then close that door.","Person1, Drawer1, Door1",,,,,,"Person1, Drawer1, Door1","Person1, Drawer1, Door1","person1, Drawer1, door1",false,
726,Medium-726,medium,indirect,"Instruct that colleague to push that laptop near the desk, then push that file near there.","Person1, Laptop2, Desk7, File5, Desk2",,,,,,"Person1, Laptop2, Desk7, File5, Desk2","Person1, Laptop2, Desk7, File5, Desk2","person1, laptop2, desk7, file5, desk2",false,
727,Medium-727,medium,direct,"Place that laptop near  there, then open that door.","Laptop1, Desk6, Door1",,,,,,"Laptop1, Desk6, Door1","Laptop1, Desk6, Door1","laptop1, desk6, door1",false,
728,Medium-728,medium,direct,"Inspect that computer for display issues, then open that drawer, then slide that file in front of the spot.","PC1, Drawer2, File1, PointC",,,,,,"PC1, Drawer2, File1, PointC","PC1, Drawer2, File1, PointC","PC1, Drawer2, file1, pointC",false,
729,Medium-729,medium,direct,"Inspect that computer for display issues, then check that desk for clutter.","PC3, Desk6",,,,,,"PC3, Desk6","PC3, Desk6","PC3, desk6",false,
730,Medium-730,medium,direct,"Close that door, then inspect that door for scratches.",Door1,,,,,,Door1,Door1,door1,false,
731,Medium-731,medium,direct,"Secure that door, then verify that door for scratches.",Door1,,,,,,Door1,Door1,door1,false,
732,Medium-732,medium,direct,"Carry that chair over there, then push that file by the spot.","Chair2, Desk3, File3, PointC",,,,,,"Chair2, Desk3, File3, PointC","Chair2, Desk3, File3, PointC","chair2, desk3, file3, pointC",false,
733,Medium-733,medium,indirect,"Ask that colleague to carry that chair in front of the spot, then check that computer for display issues.","Person1, Chair3, PointB, PC1",,,,,,"Person1, Chair3, PointB, PC1","Person1, Chair3, PointB, PC1","person1, chair3, pointB, PC1",false,
734,Medium-734,medium,direct,"Secure that chair, then inspect that desk for clutter.","Chair7, Desk4",,,,,,"Chair7, Desk4","Chair7, Desk4","chair7, desk4",false,
735,Medium-735,medium,direct,"Carry that chair close to the desk, then check that computer for display issues.","Chair3, Desk8, PC5",,,,,,"Chair3, Desk8, PC5","Chair3, Desk8, PC5","chair3, desk8, PC5",false,
736,Medium-736,medium,direct,"Reposition that laptop near the printer, then check that lamp for brightness.","Laptop2, Printer1, Lamp2",,,,,,"Laptop2, Printer1, Lamp2","Laptop2, Printer1, Lamp2","laptop2, printer, lamp2",false,
737,Medium-737,medium,direct,"Close that door, then arrange that file, then carry that file close to the desk.","Door1, File2, File5, Desk8",,,,,,"Door1, File2, File5, Desk8","Door1, File2, File5, Desk8","door1, file2, file5, desk8",false,
738,Medium-738,medium,indirect,"Instruct that colleague to reposition that chair in front of the desk, then carry that chair close to the desk.","Person2, Chair8, Desk2, Chair1, Desk5",,,,,,"Person2, Chair8, Desk2, Chair1, Desk5","Person2, Chair8, Desk2, Chair1, Desk5","person2, chair8, desk2, chair1, desk5",false,
739,Medium-739,medium,indirect,"Instruct that colleague to reposition that file to there, then inspect that desk for clutter.","Person2, File4, Desk7",,,,,,"Person2, File4, Desk7, Desk7","Person2, File4, Desk7","person2, file4, desk7",true,
740,Medium-740,medium,direct,"Push that chair near there, then inspect that door for scratches.","Chair3, PointB, Door1",,,,,,"Chair3, PointB, Door1","Chair3, PointB, Door1","chair3, pointB, door1",false,
741,Medium-741,medium,direct,"Check that door for scratches, then secure that file.","Door1, File1",,,,,,"Door1, File1","Door1, File1","door1, file1",false,
742,Medium-742,medium,direct,"Carry that file near the desk, then confirm that desk for clutter.","File4, Desk4, Desk6",,,,,,"File4, Desk4, Desk6","File4, Desk4, Desk6","file4, desk4, desk6",false,
743,Medium-743,medium,direct,"Verify that computer for display issues, then carry that chair near there.","PC5, Chair2, Desk6",,,,,,"PC5, Chair2, Desk6","PC5, Chair2, Desk6","PC5, chair2, desk6",false,
744,Medium-744,medium,direct,"Move that chair next to the desk, then check that door for scratches, then arrange that file.","Chair1, Desk6, Door1, File3",,,,,,"Chair1, Desk6, Door1, File3","Chair1, Desk6, Door1, File3","chair1, desk6, door1, file3",false,
745,Medium-745,medium,direct,"Secure that laptop, then place that chair over there.","Laptop1, Chair6, PointB",,,,,,"Laptop1, Chair6, PointB","Laptop1, Chair6, PointB","laptop1, chair6, pointB",false,
746,Medium-746,medium,direct,"Adjust that lamp, then slide that chair close to the printer.","Lamp1, Chair1, Printer1",,,,,,"Lamp1, Chair1, Printer1","Lamp1, Chair1, Printer1","lamp1, chair1, printer",false,
747,Medium-747,medium,direct,"Inspect that printer for paper and toner, then adjust that lamp, then inspect that laptop for battery level.","Printer1, Lamp3, Laptop2",,,,,,"Printer1, Lamp3, Laptop2","Printer1, Lamp3, Laptop2","printer, lamp3, laptop2",false,
748,Medium-748,medium,direct,"Move that chair near there, then adjust that lamp.","Chair6, Printer1, Lamp2",,,,,,"Chair6, Printer1, Lamp2","Chair6, Printer1, Lamp2","chair6, printer, lamp2",false,
749,Medium-749,medium,indirect,"Request that colleague to carry that laptop near there, then secure that chair, then carry that file near the desk.","Person2, Laptop2, PointB, Chair6, File5, Desk6",,,,,,"Person2, Laptop2, PointB, Chair6, File5, Desk6","Person2, Laptop2, PointB, Chair6, File5, Desk6","person2, laptop2, pointB, chair6, file5, desk6",false,
750,Medium-750,medium,indirect,"Ask that colleague to arrange that laptop, then arrange that chair.","Person3, Laptop1, Chair5",,,,,,"Person3, Laptop1, Chair5","Person3, Laptop1, Chair5","person3, laptop1, chair5",false,
751,Medium-751,medium,indirect,"Request that colleague to confirm that computer for display issues, then confirm that printer for paper and toner.","Person2, PC5, Printer1",,,,,,"Person2, PC5, Printer1","Person2, PC5, Printer1","person2, PC5, printer",false,
752,Medium-752,medium,direct,"Confirm that printer for paper and toner, then open that drawer.","Printer, Drawer2",,,,,,"Printer1, Drawer2","Printer, Drawer2","printer, drawer2",true,
753,Medium-753,medium,direct,"Place that chair to there, then check that computer for display issues, then check that door for scratches.","Chair2, Desk2, PC2, Door1",,,,,,"Chair2, Desk2, PC2, Door1","Chair2, Desk2, PC2, Door1","chair2, desk2, PC2, door1",false,
754,Medium-754,medium,direct,"Carry that chair close to the printer, then move that chair near there.","Chair3, Printer1, Chair5, Desk1",,,,,,"Chair3, Printer1, Chair5, Desk1","Chair3, Printer1, Chair5, Desk1","chair3, printer, chair5, desk1",false,
755,Medium-755,medium,direct,"Verify that lamp for brightness, then confirm that file for its label.","Lamp3, File1",,,,,,"Lamp3, File1","Lamp3, File1","lamp3, file1",false,
756,Medium-756,medium,direct,"Check that file for its label, then move that file near there, then verify that laptop for battery level.","File2, File5, Desk4, Laptop1",,,,,,"File2, File5, Desk4, Laptop1","File2, File5, Desk4, Laptop1","file2, file5, desk4, laptop1",false,
757,Medium-757,medium,indirect,"Tell that colleague to inspect that computer for display issues, then verify that file.","Person1, PC5, File4",,,,,,"Person1, PC5, File4","Person1, PC5, File4","person1, PC5, file4",false,
758,Medium-758,medium,direct,"Verify that laptop for battery level, then place that chair over there.","Laptop1, Chair5, Desk2",,,,,,"Laptop1, Chair5, Desk2","Laptop1, Chair5, Desk2","laptop1, chair5, desk2",false,
759,Medium-759,medium,indirect,"Request that colleague to carry that chair near the desk, then slide that chair close to the spot.","Person1, Chair5, Desk6, Chair7, PointB",,,,,,"Person1, Chair5, Desk6, Chair7, PointB","Person1, Chair5, Desk6, Chair7, PointB","person1, chair5, desk6, chair7, pointB",false,
760,Medium-760,medium,direct,"Move that chair in front of the desk, then confirm that desk for clutter.","Chair1, Desk5, Desk1",,,,,,"Chair1, Desk5, Desk1","Chair1, Desk5, Desk1","chair1, desk5, desk1",false,
761,Medium-761,medium,direct,"Reposition that file near there, then check that computer for display issues, then slide that chair next to the desk.","File3, Desk6, PC3, Chair3, Desk5",,,,,,"File3, Desk6, PC3, Chair3, Desk5","File3, Desk6, PC3, Chair3, Desk5","file3, desk6, PC3, chair3, desk5",false,
762,Medium-762,medium,indirect,"Request that colleague to slide that chair near there, then carry that file by the desk.","Person2, Chair2, Desk7, File1, Desk3",,,,,,"Person2, Chair2, Desk7, File1, Desk3","Person2, Chair2, Desk7, File1, Desk3","person2, chair2, desk7, file1, desk3",false,
763,Medium-763,medium,direct,"Push that chair next to the printer, then reposition that chair in front of the desk.","Chair1, Printer1, Chair2, Desk8",,,,,,"Chair1, Printer1, Chair2, Desk8","Chair1, Printer1, Chair2, Desk8","chair1, printer, chair2, desk8",false,
764,Medium-764,medium,direct,"Check that desk for clutter, then verify that printer for paper and toner.","Desk8, Printer1",,,,,,"Desk8, Printer1","Desk8, Printer1","desk8, printer",false,
765,Medium-765,medium,indirect,"Instruct that colleague to reposition that chair near the desk, then check that file for its label","Person2, Chair5, Desk1, File3",,,,,,"Person2, Chair5, Desk1, File3","Person2, Chair5, Desk1, File3","person2, chair5, desk1, file3",false,
766,Medium-766,medium,direct,"Place that chair close to the desk, then check that printer for paper and toner.","Chair1, Desk3, Printer1",,,,,,"Chair1, Desk3, Printer1","Chair1, Desk3, Printer1","chair1, desk3, printer",false,
767,Medium-767,medium,direct,"Push that file near the desk, then secure that laptop, then place that file close to the door.","File3, Desk3, Laptop1, File5, Door1",,,,,,"File3, Desk3, Laptop1, File5, Door1","File3, Desk3, Laptop1, File5, Door1","file3, desk3, laptop1, file5, door1",false,
768,Medium-768,medium,direct,"Carry that laptop in front of the desk, then place that chair by the printer.","Laptop1, Desk7, Chair3, Printer1",,,,,,"Laptop1, Desk7, Chair3, Printer1","Laptop1, Desk7, Chair3, Printer1","laptop1, desk7, chair3, printer",false,
769,Medium-769,medium,indirect,"Ask that colleague to reposition that chair next to the desk, then adjust that lamp.","Person1, Chair7, Desk5, Lamp1",,,,,,"Person1, Chair7, Desk5, Lamp1","Person1, Chair7, Desk5, Lamp1","person1, chair7, desk5, lamp1",false,
770,Medium-770,medium,indirect,"Request that colleague to push that chair close to the desk, then confirm that computer for display issues.","Person1, Chair3, Desk8, PC5",,,,,,"Person1, Chair3, Desk8, PC5","Person1, Chair3, Desk8, PC5","person1, chair3, desk8, PC5",false,
771,Medium-771,medium,direct,"Inspect that computer for display issues, then check that computer for display issues.","PC1, PC4",,,,,,"PC1, PC4","PC1, PC4","PC1, PC4",false,
772,Medium-772,medium,direct,"Open that drawer, then open that door.","Drawer1, Door1",,,,,,"Drawer1, Door1","Drawer1, Door1","Drawer1, door1",false,
773,Medium-773,medium,direct,"Check that laptop for battery level, then verify that desk for clutter, then place that file over there.","Laptop1, Desk1, File5, PointB",,,,,,"Laptop1, Desk1, File5, PointB","Laptop1, Desk1, File5, PointB","laptop1, desk1, file5, pointB",false,
774,Medium-774,medium,direct,"Slide that chair by the spot, then open that drawer.","Chair8, PointB, Drawer2",,,,,,"Chair8, PointB, Drawer2","Chair8, PointB, Drawer2","chair8, pointB, Drawer2",false,
775,Medium-775,medium,indirect,"Tell that colleague to slide that chair close to the spot, then adjust that lamp.","Person3, Chair2, PointB, Lamp3",,,,,,"Person3, Chair2, PointB, Lamp3","Person3, Chair2, PointB, Lamp3","person3, chair2, pointB, lamp3",false,
776,Medium-776,medium,direct,Verify that laptop for battery level,Laptop2,,,,,,Laptop2,Laptop2,laptop2,false,
777,Medium-777,medium,indirect,"Ask that colleague to check that computer for display issues, then reposition that file next to the desk.","Person2, PC5, File3, Desk3",,,,,,"Person2, PC5, File3, Desk3","Person2, PC5, File3, Desk3","person2, PC5, file3, desk3",false,
778,Medium-778,medium,indirect,"Tell that colleague to slide that file near the desk, then adjust that lamp.","Person2, File4, Desk3, Lamp2",,,,,,"Person2, File4, Desk3, Lamp2","Person2, File4, Desk3, Lamp2","person2, file4, desk3, lamp2",false,
779,Medium-779,medium,direct,"Check that file for its label, then place that laptop in front of the spot, then verify that lamp for brightness.","File5, Laptop1, PointB, Lamp1",,,,,,"File5, Laptop1, PointB, Lamp1","File5, Laptop1, PointB, Lamp1","file5, laptop1, pointB, lamp1",false,
780,Medium-780,medium,direct,"Close that drawer, then reposition that file near the spot, then tidy that file.","Drawer2, File4, PointC, File3",,,,,,"Drawer2, File4, PointC, File3","Drawer2, File4, PointC, File3","Drawer2, file4, pointC, file3",false,
781,Medium-781,medium,direct,"Check that file for its label, then reposition that file next to the door.","File3, File5, Door1",,,,,,"File3, File5, Door1","File3, File5, Door1","file3, file5, door1",false,
